original_path	original_status	bytes	sha256	classification	collaborator_destination	disposition	reason
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000058.npy	UNTRACKED	1572992	b0638de063d1d038e9d657189eceb15f421156ac6dd6a3c65841615c41be4a48	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000058.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000059.npy	UNTRACKED	1572992	3a1d8ce3a4afff77132f521d3c05cb578f4467844de57749d124d60ddbaae298	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000059.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000060.npy	UNTRACKED	1572992	c628bf72e5c14f5944dcce3c8eca846b14b721090fd9214bedf6bd6f76cfc6ed	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000060.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000061.npy	UNTRACKED	1572992	f7e080abbecc0316e5c92977dd16dd57a4a9e7a050f1da7fd06239c8db494d2f	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000061.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000062.npy	UNTRACKED	1572992	281c75c760aba31740bf12d9b122a17a87f3111d34ce3fedf3c7d8a3c2484163	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000062.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000063.npy	UNTRACKED	1572992	623c98d81fbc5a06f9a351f13b4bb05e2c2465278a37b918bafc0eb0958a9f91	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000063.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000064.npy	UNTRACKED	1572992	b808527420441a36e394cf56a3ab442fa3e4096e34ce1902546d925c7210b248	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000064.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000065.npy	UNTRACKED	1572992	133b65a8e96f9d0278c7685de41cdd00f5cf96554c17800a0284d52cf5947558	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000065.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000066.npy	UNTRACKED	1572992	9056bbc9c41ba3e497b8c9793fdc0e608d1279e2be3cc2677f1a4751bda43a38	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000066.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000067.npy	UNTRACKED	1572992	7abbbe14b979905f9b299098ccdb5be2586df7cb3a1cfbae66f435692c0287e1	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000067.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000068.npy	UNTRACKED	1572992	5189dfa35f9f4da36450fb6cb811285fe356c84502c02f822e88cafa813ae224	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000068.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000069.npy	UNTRACKED	1572992	b6b5f896d4fce003e876fa9bd42dbdd011297e84931a8f7462cac646994e7a42	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000069.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000070.npy	UNTRACKED	1572992	d36f1f08b1fe74f7b61f9b7224c8c10af374b44b1d0389b0984d810f831e4229	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000070.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000071.npy	UNTRACKED	1572992	276cf1e3a68eba2cee0c2cf9aeffed2ae58b11b6d729540f90be6f1aa4dc5961	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000071.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000072.npy	UNTRACKED	1572992	2ed585ce09044b6f458d55bcf9a50da62949c3845a0b5f76c535f0f6a8f0016d	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000072.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000073.npy	UNTRACKED	1572992	2897b542ab1764c4158ae900d2ba700ccf41c2e6af90ed939f91cec0b91cb5d6	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000073.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000074.npy	UNTRACKED	1572992	4e5c64bb9a442a58e21b9556ff0f66a1087651d62602377032c314c443b4297f	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000074.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000075.npy	UNTRACKED	1572992	442999537388da68069c5895cd42df2bb34c6263c1a63725854425bcf53f0238	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000075.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000076.npy	UNTRACKED	1572992	8565fd93cf74e44251c74e5b8263ae896d3bc1821e3b727d2f37566fc15ec208	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000076.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000077.npy	UNTRACKED	1572992	4cbd7ae1957127784177c4d00d9ddb9eb9fde20e750d59bf3030a65913a8c056	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000077.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000078.npy	UNTRACKED	1572992	4d47264165827e9f9cc7ef6664f26bcc4da7a4fd060995c4a753b7d7e1108b16	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000078.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000079.npy	UNTRACKED	1572992	901201814b45a37cd513e4c059d27f729289048f16d81170063da744fa69cdc6	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000079.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000080.npy	UNTRACKED	1572992	2cf33e4633bc31ef91d9846ac92761ec4264980fd973f6da2c81ef4f0af18501	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/restart/step_00000080.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000000.npz	UNTRACKED	4177	f5cbc42ec2d81c20e71b49f38a6b0363fac8669358012c411dba9f3a7d8a89dc	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000000.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000001.npz	UNTRACKED	4178	79f12f0380245a84582e12a166dde62b0ea686b3826d0c9666c7bb2acd2fff01	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000001.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000002.npz	UNTRACKED	4181	0be1c056077305236ae8b6890a8465faee81f1088491ac85faf8f1ea715cdd0b	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000002.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000003.npz	UNTRACKED	4171	45de3e31f3cc5338df2273cf38d1d1ec75d441543446f951e517ac2fd184706b	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000003.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000004.npz	UNTRACKED	4169	f653f992d73f08532d6ba3b10102e84aa8c3232220602e1759f54939744bb759	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000004.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000005.npz	UNTRACKED	4177	8558ee6ad75c9c27a00d3ca7e2d4bb96bcd865e29d1e62c2eef6ebf33e242411	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000005.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000006.npz	UNTRACKED	4175	ba1a1b91194b11c68aabb9b40ebbfc9a3f00995091a15bec8d3cecd3fe7a92b1	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000006.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000007.npz	UNTRACKED	4178	eb816d958034e7b497b37cf6f36a41e1b47c70dffcfee98ce9fb752a86da336a	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000007.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000008.npz	UNTRACKED	4177	85a27f28b8431c69712fe2ddd60cf4aa59e158abf2be34c9d4be6543e34030df	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000008.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000009.npz	UNTRACKED	4180	f4c6b460c8b4b7efe004ccd49416370c12435637c584436846b4e4061d3fbc71	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000009.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000010.npz	UNTRACKED	4177	8dd4d1c043aae76434de9b757048dee9e803b9aac43b59af272c9e7fc7ba87d1	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000010.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000011.npz	UNTRACKED	4176	e086cf8ffbaca884185b20d33ebf3af819c3fe7c85af9ed07793867ee8956081	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000011.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000012.npz	UNTRACKED	4177	88f7f4979f61d2251c3dad11685c37d5a91eb83e2fe0eed7f18deb1dbdb1f071	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000012.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000013.npz	UNTRACKED	4175	57d9c7216f8ae45dca640ae73124a7f4d8dc57687834fbbfba350161f5ffe919	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000013.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000014.npz	UNTRACKED	4183	069572de6632e3cf6ddf299c53eb56d67d483f29adcbed1086c4d077875a2779	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000014.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000015.npz	UNTRACKED	4184	ad2dacf86af3d213fca45c905f861af04cee350e1605c1de9069040423e1f179	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000015.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000016.npz	UNTRACKED	4177	7d849857e764579593ab195963fe8b4de308b3e2493cbf5dd62a8e63550ade3d	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000016.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000017.npz	UNTRACKED	4178	f922b4392f47fb1a96f1e4df317b3639867704a4a9b280e21c389be000236113	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000017.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000018.npz	UNTRACKED	4176	8fea00b41d18127602861217e7248a796f10a9ecc13ef864bea2ddaa4dc6ca0f	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000018.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000019.npz	UNTRACKED	4179	b3e8f6979ed27f7cf786f1d93fb4e4fa3c3c9d9308349def754c1389653619ee	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000019.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000020.npz	UNTRACKED	4179	b8bfa6a512b237f75cd0f666a117dd9298f223eb5d3f1facac33c81a39adcfc7	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000020.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000021.npz	UNTRACKED	4177	8d6cb6874f77d8ade460138649dfa9e7f062ede28ca5458625d437961d7f6f00	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000021.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000022.npz	UNTRACKED	4178	f2e811d59a1da5bd8aea8477ffa0f6b5ac3bae39bdde39ffec7a22e1bf483eef	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000022.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000023.npz	UNTRACKED	4180	08739e6c6c90d481be6fb5e5e64ad98fb2f31c6fae393bad73dac3f25f199f8b	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000023.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000024.npz	UNTRACKED	4176	8cf82c0742306adcfde36d199db9355baf5d306a11326ebbadd442f12aa50aad	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000024.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000025.npz	UNTRACKED	4178	0bda5621599eb1055443f815d948f4e8e9db5d8a5423b31467cf9ec810c1afbb	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000025.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000026.npz	UNTRACKED	4178	10d2e1fa4fe88985cde753be5ecc8b96b3c7c0f67c520c551125f459b77b6870	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000026.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000027.npz	UNTRACKED	4176	0d4e6391b9929f0208c2b88436769dd480441e21609275c8cd18ce15fea6f48f	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000027.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000028.npz	UNTRACKED	4169	0ce40c74e08a0c88ea3ee7cbbe1c27b155c4d857cd51e57ddd41864c17b89761	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000028.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000029.npz	UNTRACKED	4179	1079896df1e8450f51b07609d403b19fcec666ce928bd6e20b86d6147e3e53f5	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000029.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000030.npz	UNTRACKED	4176	0124494853a1aaada70182982dc7a2a14f890ddfbf9bfb4ba48a2fa7a808270a	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000030.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000031.npz	UNTRACKED	4182	ca6bea56df1de28b19c9dcaa3b40ee0a82991a14e2c7d2f02281d172e52c3737	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000031.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000032.npz	UNTRACKED	4183	f40b12aa22cae6a5a973f40dce02df14fdb9ef7c9a41a78156d017ad017c1e2f	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000032.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000033.npz	UNTRACKED	4174	9cc4e23f0a63fd97cf706a088f65009c950b438198c0f731c8a36e90576e0659	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000033.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000034.npz	UNTRACKED	4174	e6aa9fed19a6e443d36642ee40d1c1ca8674660c965e31134150f1e6b534990d	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000034.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000035.npz	UNTRACKED	4178	a30ef5506be579ea6c2db8093dcfa5443fedaa3b405d69703f204e3cf9de8319	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000035.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000036.npz	UNTRACKED	4178	07ace8c8ecaed1d0812ce955faef0ab7b4d19033c13d40dd47401b4af69fc29e	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000036.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000037.npz	UNTRACKED	4181	1c6d740bd8d90f5e6abde7f03e2c1887489cc00b18ffd06a795ac2a71b369bb3	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000037.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000038.npz	UNTRACKED	4175	1d8284e30fd8d0ac3f2ac1366d9f0a59132b90f34732484f682091c3870b910f	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000038.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000039.npz	UNTRACKED	4173	328ed0bd086353bc68facf58ab480a6a067df5c3025459e154e427d756ab706f	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000039.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000040.npz	UNTRACKED	4174	e1024b581548cbbc7241222ca1d78abb26b28bce9a2af7595305758d80649290	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000040.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000041.npz	UNTRACKED	4167	86cae4b5dae8bd50326bd00001a000086f29f70f406c03ed9619fbf2c70e3f31	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000041.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000042.npz	UNTRACKED	4168	09a80228fc69bdfe0e7ab59afe20f863beef645d048a4d994a44fc73b436227c	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000042.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000043.npz	UNTRACKED	4176	0d887f79c726d5b45524fc68d625335926cad2f88c4c44130f889255632ef85d	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000043.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000044.npz	UNTRACKED	4177	fe1cfcd420b4de4814657ae34ab26266e67c66f1254fcc087baa148ad79d0c18	ARCHAEOLOGY	external-results/test2b-rain-active-case-design/sweep-n64-zeta-m0p04-t8000/spectra/step_00000044.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
